Meta;State;Region;Road;Geo;Meters;Residue;;;;;;;
PH1;undefined;undefined;undefined;undefined;95,202; выполнение работы по благоустройство территория для нужды мбоу СШ № в год;;;;;;;
PH1;undefined;undefined;undefined;северодвинск,улица,улица,улица;undefined; текущий ремонт тротуара, расположенное в город по нечётная сторона мир на участок от макаренко до логинов;;;;;;;
PH1;undefined;undefined;undefined;очистка;undefined; выполнение работы по содержание автомобильные дороги в часть прводоотводные канавы;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; оказание услуги по зимний и летний содержание автомобильные дороги общее пользование местное значение;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; поставка дорожные знаки с комплектующие;;;;;;;
PH1;undefined;undefined;undefined;мирный,рожки,рожки,архангельская;undefined; выполнение работы по объекту: «обустройство общественные территории по ул. ленин (устройство допо чётная стороне), ул. Пушкина, ул. Чайковского, территория за магазин «Магнит» в г. области» в часть устройство допо чётная сторона ул. ленин;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильная дорога общее пользование местное значение по ул. генерал епишева в г. астрахань;;;;;;;
PH1;undefined;undefined;undefined;дорожное;undefined; ремонт покрытие участки автомобильная дорога по ул. фунтовское шоссе г. астрахань;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; благоустройство территория трусовский района: обустройство тротуарные дорожки;;;;;;;
PH1;undefined;белгородский,северный;undefined;undefined;undefined; устройство тротуар по ул. молодёжная в п. район;;;;;;;
PH1;undefined;волоконовский;undefined;undefined;undefined; ремонт автодорога по ул. Центральная, с. Фощеватово, район;;;;;;;
PH2;белгородская область;undefined;undefined;новый;undefined; разметка проезжая часть дороги на территория город оскол ;;;;;;;
PH2;undefined;прохоровский;undefined;петровка;undefined; ремонт ул. школьная в с. район белгородская области, Lприв.=75 м.;;;;;;;
PH3;белгородская область;ровеньский;undefined;дорожная;undefined; ремонт улично-сеть на территория п.ровеньки район ;;;;;;;
PH3;белгородская область;солнечный,ровеньский;undefined;остров;undefined;" строительство подъезд к рекреационная зона "" в посёлок ровеньки район ";;;;;;;
PH3;белгородская область;шебекинский;undefined;городское;undefined; выполнение работы по ремонт автомобильные дороги округ ;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение работы по ремонт покрытие из тротуарная плитка в г.белгород;;;;;;;
PH1;undefined;белгородский;undefined;undefined;undefined;" выполнение работы по объекту: ""ремонт проезд в район огбуз ""онкологический диспансер"" в г.Белгороде""";;;;;;;
PH1;undefined;undefined;undefined;старый оскол;undefined; работа по ремонт автомобильная дорога по ул. Мира, г. (дополнительные работы);;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по ремонт автомобильные дороги в г. старый оскол;;;;;;;
PH2;брянская область;undefined;undefined;чкалов;undefined; ремонт тротуар по ул. в пгт погар ;;;;;;;
PH2;брянская область;undefined;undefined;чехов;undefined; устройство тротуар по ул. в пгт погар ;;;;;;;
PH2;брянская область;undefined;undefined;почеп,съезд,озёрная;undefined; подрядчик обязующийся по задание заказчик выполнившие ремонт с пер. юбилейный на ул. в г. и сдавшие результат Заказчику, а заказчик обязующийся принявшие результат работы и оплатившие данные работы.;;;;;;;
PH2;брянская область;undefined;undefined;почеп;undefined; подрядчик обязующийся по задание заказчик выполнившие ремонт автомобильная дорога по ул. чайковский от дом №5 до дом №7 в г. и сдавшие результат Заказчику, а заказчик обязующийся принявшие результат работы и оплатившие данные работы.;;;;;;;
PH2;брянская область;undefined;undefined;украинка,почеп;undefined; подрядчик обязующийся по задание заказчик выполнившие ремонт автомобильная дорога по ул. леся в г. и сдавшие результат Заказчику, а заказчик обязующийся принявшие результат работы и оплатившие данные работы.;;;;;;;
PH3;undefined;арский;undefined;фрунзе,трубчевск,полосы,пальное,дорожная;1.2.;" подрядчик обязующийся выполнившие по задание муницизаказчик работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромов, указанные в п. настоящий Контракта, и сдавшие они результат муниципальный заказчик в установленные настоящий контракт сроки.( ""капитальный ремонт автомобильная дорога по ул.волод( от ул. до №4а) г. брянская области)";;;;;;;
PH2;undefined;undefined;undefined;трубчевск,сельская,полосы,пальное,дорожная;1.2.;" подрядчик обязующийся выполнившие по задание муницизаказчик работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромов, указанные в п. настоящий Контракта, и сдавшие они результат муниципальный заказчик в установленные настоящий контракт сроки. (""капитальный ремонт автомобильная дорога по ул. г. брянская области)";;;;;;;
PH3;undefined;трубчевский;undefined;сагутьево,полосы,пальное,дорожная;1.2.; подрядчик обязующийся выполнившие по задание муницизаказчик работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромов, указанные в п. настоящий Контракта, и сдавшие они результат муниципальный заказчик в установленные настоящий контракт сроки. (капитальный ремонт автомобильная дорога по ул.школьная ( от а/д «кветунь-витемля»до школы) в д.сагутьевое район брянская области);;;;;;;
PH1;undefined;undefined;undefined;Ленина,Ленина;undefined;" выполнение работы по объект ""капитальный ремонт автомобильная дорога по проспект Ленина. устройство светофорный объект в район д.65 по проспект  в город владимиревыполнение работы по объект ""капитальный ремонт автомобильная дорога по проспект Ленина. устройство светофорный объект в район д.65 по проспект  в город владимир";;;;;;;
PH1;undefined;undefined;undefined;нижняя,верхняя,верхняя,Дуброва;undefined;" выполнение работы по объект ""капитальный ремонт автомобильная дорога по ул. Дуброва. устройство светофорный объект на пересечение ул. дубров и ул.  в город владимир";;;;;;;
PH3;владимирская область;вязниковский;undefined;улица,вязники,становка,пальное,владимирская;undefined; выполнение работы по уограждения перильный типа, дорожные знаков, искусственные дорожные неровности по металлисты в город для нужды администрация мунициобразование район область;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH2;undefined;undefined;undefined;кольчугино;2020; выполнение работы по ремонт дорожные покрытий, ямочный ремонт асфальтобетонные покрытия в город на год;;;;;;;
PH2;undefined;undefined;undefined;рожки,кольчугино,средняя;1,4»,2020; выполнение работы по благоустройство пешеходная домежду мбдоу № «Радость» и мбоу «школа № в город на год.;;;;;;;
PH2;undefined;undefined;undefined;кольчугино,средняя;4»,1,18,2020; выполнение работы по благоустройство пешеходная дорожкиот мбоу «школа № до кольчугинская городская библиотека – филиал № по ул. ломако д. в город на год;;;;;;;
PH2;undefined;undefined;undefined;кольчугино,средняя,граница;126,4»в,2020; выполнение работы по ремонт асфальтовое покрытие участок автомобильная дорога от д. по ул. металлурги до с мбдоу «школа № город на год;;;;;;;
PH3;владимирская область;суздальский;undefined;пальные;undefined; выполнение работы по летний содержание мунициавтомобильные дороги район ;;;;;;;
PH2;владимирская область;суздальский;undefined;undefined;undefined; выполнение работы по текущий ремонт участки автомобильные дороги общее пользование местное значение в населённые пункты район ;;;;;;;
PH2;владимирская область;ковровский;undefined;undefined;undefined; ремонт автомобильные дороги общее пользование местное значение район ;;;;;;;
PH1;undefined;undefined;undefined;undefined;45; выполнение работы по ремонт автомобильная дорога и тротуар по адрес г. Судогда, ул. Чапаева, д. ;;;;;;;
PH3;владимирская область;судогодский;undefined;красноармейская,бараки;undefined; выполнение работы по обустройство пешеходный тротуар по ул.д.район ;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение текущий ремонт автомобильные дороги общее пользование местное значение в д.Михалево, ул.зелёная (4), проезд (3);;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение текущий ремонт автомобильные дороги общее пользование местное значение в д.Степаньково, ул.школьная (2);;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; устройство водостоки в р.п.елань;;;;;;;
PH1;undefined;undefined;undefined;дорожное;undefined; услуги каток самоходный гладкий;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт асфальтобетонный покрытие дороги в р.р.елань;;;;;;;
PH1;undefined;нехаевский;undefined;undefined;undefined; ремонт асфальтобетонный покрытие в станица нехаевская район волгоградская области.;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение работы по ремонт автомобильные дороги в волгоград;;;;;;;
PH2;undefined;грязовецкий;undefined;доровское;undefined; выполнение работы по ремонт дороги в муниципальный образование сирайон;;;;;;;
PH1;undefined;грязовецкий;undefined;undefined;undefined; выполнение работы по ремонт дороги в муниципальный образование комьянское район;;;;;;;
PH2;вологодская область;undefined;undefined;кириллов;undefined; выполнение работы по благоустройство общественная территория у здание почта в г. ;;;;;;;
PH3;вологодская область;шекснинский;undefined;минейка,сельское;undefined; выполнение работы по ремонт дорога подъезд к д. поселение угольскоерайон ;;;;;;;
PH1;undefined;undefined;undefined;воровая;undefined; выполнение работы по благоустройство дтерри-торий здания, расположенное по адресу: вологодская обл., п. Шексна, ул. Первомайская, д.18.;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт участок автомобильная дорога в д. Бильново;;;;;;;
PH4;воронежская область;аннинский;undefined;новая;0+000,0+182); выполнение работы по ремонт автомобильная дорога местное значение ул. весёлая (с км по км в пос. Жизнь, района, ;;;;;;;
PH4;воронежская область;аннинский;undefined;победа,пальное;40; выполнение работы по ремонт автомобильная дорога по ул. годы в п.г.т. анна муницирайон ;;;;;;;
PH3;воронежская область;аннинский,аннинский;undefined;пальное,пальное;undefined; выполнение работы по ремонт проезд вокруг автовокзал в п.г.т. анна муницирайон выполнение работы по ремонт проезд вокруг автовокзал в п.г.т. анна муницирайон воронежская область;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;воронежская область;нижнедевицкий;undefined;пальное;undefined; выполнение работы по ремонт автомобильная дорога местное значение по ул. зелёная в пос. курбатовое муницирайон ;;;;;;;
PH3;воронежская область;ольховатский,ольховатский;undefined;городское,пальное;undefined; выполнение работы по ремонт участок автомобильная дорога по ул. молодёжная п. малые база поселение муницирайон ;;;;;;;
PH4;воронежская область;поворинский;undefined;береговая,пески,пальное;59,97); ремонт автомобильная дорога по ул.(от д. № до д. № с.муницирайон ;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт тротуарный покрытие;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильные дороги;;;;;;;
PH2;ивановская область;undefined;undefined;кинешма;undefined; восстановление тротуар по ул.наволокская в г.;;;;;;;
PH1;undefined;undefined;undefined;социалистический;undefined; ремонт дорога на ул. посёлок;;;;;;;
PH1;undefined;undefined;undefined;кладбище;undefined; ремонт дорога на м. фряньковое;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильная дорога в д. игнатовое ул. деревенская;;;;;;;
PH1;undefined;undefined;undefined;дорожное;undefined; организация безопасность движение ул. Строителей, п. верхний ландех;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильные дороги общее пользование местное значение;;;;;;;
PH2;undefined;ивановский;undefined;undefined;2А.; выполнение работы по устройство площадка под модульный туалет на территория мбук «зоопарк», расположенный по адресу: г. Иваново, ул. Ленинградская, дом ;;;;;;;
PH1;undefined;undefined;undefined;undefined;209,,118/2,218,118/2,118/2,120/3,120/4,118/2,120Б/1; работа по ремонт автомобильная дорога от ул. Баррикад, вдоль строение до выход на автомобильная дорога в СНТ «Кооператор» (на участок от строение по ул. баррикады до строение по ул. Баррикад) и автомобильная дорога по ул. баррикады от строение до строения и (на участок от строение по ул. баррикады до строение по ул. Баррикад);;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;иркутская область;тайшетский;undefined;undefined;52; выполнение работы по устройство покрытие территории, расположенная по адресу:  район, р.п. Квиток, ул. Первомайская, ;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение работы по ремонт автомобильная дорога в р.п. Тайтурка, ул. нефтебазовская;;;;;;;
PH1;undefined;undefined;undefined;Карнаухово;undefined;" ремонтные работа автодорога ""подъезд к д. ";;;;;;;
PH1;undefined;undefined;undefined;пальная;undefined; выполнение работы по устройство бордюры на территория объекты муницисобственность;;;;;;;
PH1;undefined;undefined;undefined;undefined;5.; выполнение подрядные работы по асфальтирование территория мкдоу «детский сад №1» по адресу: иркутская обл., г. Киренск, пер. Марата, ;;;;;;;
PH2;undefined;undefined;undefined;новая,площадь;3; Благоустройство: текущий ремонт участок по адресу: р.п. Игирма, квартал.;;;;;;;
PH1;undefined;октябрьский;undefined;undefined;undefined; зимнее содержание а/д усть-кадуй-;;;;;;;
PH1;undefined;undefined;undefined;берег,берег,берег,правый,тагай,тагай,тагай;undefined; зимнее содержание а/д подъезд к р.п. апо левый р. Уда, р.п. апо левый р. уд -Ук-Бадарановка, р.п. апо р. уд;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; зимнее содержание а/д подъезд к п. Костино, п. Черемшанка, д. Заречье, уч. таёжный;;;;;;;
PH1;undefined;нижнеудинский;undefined;undefined;undefined;" зимнее содержание а/д мо ""район""";;;;;;;
PH2;undefined;усольский,усольский;undefined;безопасное,безопасное;undefined; выполнение работы по обеспечение проезд по автомобильная дорога общее пользование местное значение район к СНТ «ладога»выполнение работы по обеспечение проезд по автомобильная дорога общее пользование местное значение район к СНТ «Ладога»;;;;;;;
PH3;калужская область;майский,дзержинский;undefined;рожки,воровая,Перво;undefined; благоустройство дтерритория и пешеходная дов мкр. д.5 в п.товарковое район ;;;;;;;
PH3;калужская область;дзержинский;undefined;рожки;undefined; благоустройство пешеходные дов п.товарковое район ;;;;;;;
PH3;undefined;дзержинский;undefined;Медынь;0,28;" ремонт участок автодорога общее пользование местное значение ""Калуга- - д. Каравай, района, калужская области, протяжённость км.";;;;;;;
PH3;undefined;жуковский;undefined;подчервино;5; ремонт автомобильная дорога общее пользование ивашковичи-района, протяжённость км;;;;;;;
PH2;калужская область;undefined;undefined;лесная,дорожная;undefined; ремонт асфальтобетонный покрытие улично-сеть по ул.в г.жуки ;;;;;;;
PH1;undefined;undefined;undefined;undefined;0,956; ремонт автомобильная дорога по ул. Первомайская, п. Мятлево, протяжённость км;;;;;;;
PH2;калужская область;undefined;undefined;чкалов,козельск;undefined; ремонт участок автомобильная дорога по ул. Ст. Казачья, ул. в г. ;;;;;;;
PH3;калужская область;козельский;undefined;любовка;undefined;" ремонт участок автомобильная дорога ""Подборки-Не, района, (2 этап)";;;;;;;
PH1;undefined;куйбышевский;undefined;undefined;undefined; ремонт автомобильные дороги в п. бетлицо район калужская области.;;;;;;;
PH1;undefined;undefined;undefined;undefined;0+000,4+765; выполнение работы по ремонт автомобильная дорога А–130 «Москва-Малоярославец–Рославль»–Лукьяново-Астреево–Константиново» км – км ;;;;;;;
PH4;калужская область;малоярославецкий;undefined;Кудиново;11,8,10,,22; благоустройство придомовые территории по ул. Пионерской, д. № по ул. Цветкова, д. № в с. район ;;;;;;;
PH3;калужская область;малоярославецкий;undefined;площадь,Кудиново,сельское;undefined;" благоустройство общественная территория по адресу:  район, с. Кудиново, ул. цветковая (перед администрация поселение ""севшее )";;;;;;;
PH3;калужская область;малоярославецкий;undefined;undefined;50; благоустройство дворовые территории в с. Ильинское, ул. микрорайон им. летие ссср д.8,10 район ;;;;;;;
PH3;калужская область;малоярославецкий;undefined;undefined;50,14,,15; благоустройство дворовые территории в с. Ильинское, ул. микрорайон им. летие ссср д. район ;;;;;;;
PH3;калужская область;мещовский;undefined;мещовск;undefined; ремонт участок автомобильная дорога по ул.юбилейная и ул.освободители (от пр.революция до ул.Мира) в г.район ;;;;;;;
PH4;калужская область;перемышльский;undefined;воровая;33; благоустройство дтерритория по ул. Садовая, с. калужская опытная сельскохозяйственная станция район ;;;;;;;
PH3;калужская область;дзержинский;undefined;сухиничи;undefined; ремонт тротуар по ул. в г. ;;;;;;;
PH2;калужская область;undefined;undefined;сухиничи,восточная;undefined; ремонт участок автомобильная дорога по ул. (1 очередь) в г. ;;;;;;;
PH2;калужская область;undefined;undefined;сухиничи;undefined; благоустройство придомовые территории многоквартирные дома в г.;;;;;;;
PH1;undefined;ейский,сухиничский;undefined;undefined;undefined; благоустройство аллея по ул. ленин в п. середрайон;;;;;;;
PH2;калужская область;undefined;undefined;таруса;undefined;" благоустройство территория - тротуар по ул. добриян (от ул. шмидт до б/о ""серебряный век"") в г. ";;;;;;;
PH1;undefined;undefined;undefined;Ферзиково,сельское;undefined;" ремонт придомовые подъездные дороги уличная сеть поселение ""посёлок ";;;;;;;
PH2;undefined;undefined;undefined;киров;0,982; ремонт участок автомобильная дорога по пер. тимирязев и ул. Гоголя, общая протяжённость км. в г. калужская области.;;;;;;;
PH2;undefined;undefined;undefined;становка,дорожное,дорожная,дорожная;2020; выполнение работы по техническое оснащение улично-сеть город с цель обеспечение безопасность движения: уискусственные дорожные неровностей, дорожные знаки и разметка на автомобильные дороги местное значение мо «город Обнинск» в году.;;;;;;;
PH1;undefined;undefined;undefined;дорожное,дорожная;undefined; выполнившие работа по техническое оснащение улично-сеть город с цель обеспечение безопасность движения: обустройство светофорные объекты;;;;;;;
PH2;undefined;undefined;undefined;переходы,дорожное,дорожная;2020; выполнение работы по техническое оснащение улично-сеть город с цель обеспечение безопасность движения: устройство пешеходные по монолитная трапециевидная искусственная неровность на автомобильная дорога местное значение мо «город Обнинск» в году.;;;;;;;
PH2;undefined;undefined;undefined;курчатов,вязка,дорожное,дорожная,дорожная,учебное;2020; выполнение работы по техническое оснащение улично-сеть город с цель обеспечение безопасность движения: обустройство пешеходный перехода, расположенное вблизи заведение на улично-сеть мо «город Обнинск» в году. (автомобильная дорога по ул. Курчатова. район транспортная разул. - ул. Жолио-Кюри);;;;;;;
PH2;undefined;undefined;undefined;переход,дорожное,дорожная,дорожная,учебное;2020; выполнение работы по техническое оснащение улично-сеть город с цель обеспечение безопасность движения: обустройство пешеходный расположенное вблизи заведение на улично-сеть мо «город Обнинск» в году. (автомобильная дорога по ул. Комарова. район н/дома по адрес ул. Комарова,1.);;;;;;;
PH1;undefined;undefined;undefined;Обнинск,становка,дорожное,дорожная;undefined;" выполнение работы по техническое оснащение улично-сеть город с цель обеспечение безопасность движения: упешеходные ограждения безопасность на автомобильные дороги общее пользование местное значение в границы мо ""город .";;;;;;;
PH1;undefined;undefined;undefined;улица;undefined; работа по ремонт сооружение автомобильная дорога красинцы;;;;;;;
PH1;undefined;undefined;undefined;городское;undefined; работа по содержание магистральные автомобильные дороги и они элементы петропавловск-камчатское округ;;;;;;;
PH1;undefined;undefined;undefined;победа,дорожный,улица,улица;undefined; работа по модернизация автоматические системы управление движение и светофорные объекты (светофорный объект на перекрёсток проспект – абель – Заварицкого);;;;;;;
PH1;undefined;undefined;undefined;краевая,городское;undefined;" работа по содержание внутриквартальный проезд петропавловск-камчатский округ (ямочный ремонт участок дорога космический проезд, от ТЦ ""Пирамида"" до кгбуз ""камчатская станция переливание крови"")";;;;;;;
PH2;undefined;ачинский;undefined;сельское;undefined; исправление профиль гравийные основания дороги местное значение новоавпоселение;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильная дорога общее пользование «ул. Земляничная»;;;;;;;
PH2;кемеровская область;undefined;undefined;елово;undefined; выполнение работы по текущий ремонт участок ул. Юности, от ул. ленин до ул. Советская, г. б;;;;;;;
PH1;undefined;undefined;undefined;луговая;undefined; выполнение работы по ремонт участок автомобильная дорога в щебёночный исполнение по ул. в д. осиновка;;;;;;;
PH2;undefined;кемеровский;undefined;undefined;10,1,,7,,8; выполнение работы по капитальный ремонт дворовые территории многоквартирные жилые дома по адресу: муниципальный округ п. металлплощадка ул. парковая А, п. Звездный, ул. школьная п. Звездный, ул. школьная п. Звездный, ул. школьная ;;;;;;;
PH2;undefined;Комсомольский,Комсомольский;undefined;undefined;51,49в; выполнение работы по ремонт проезд от дом по адресу: просп.  до дом по адресу: просп.  г. кемерово;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
PH2;undefined;ленинск-кузнецкий;undefined;городское;undefined; благоустройство и текущий ремонт дворовые территории округ;;;;;;;
